gene,cluster
404_03697,group_5116
404_03746,group_5117
404_04116,group_419
404_04215,group_566
404_04274,group_223
404_04297,epsJ
404_04365,group_2463
404_04372,group_2464
404_04373,group_5119
404_04374,group_5120
404_04382,group_3453
404_04383,group_5122
404_04388,group_5123
404_04398,group_5124
404_04399,nemR_2
404_04400,group_5126
404_04401,group_5127
404_04402,aldA
404_04403,nemA_5
404_04404,gabD1_2
404_04405,ohrB_2
404_04406,yqhD_3
404_04407,curA_2
404_04408,hchA
404_04411,group_5134
404_04418,group_5135
404_04424,group_5136
48086_00112,group_5137
48086_00120,group_5138
48086_00123,group_5139
48086_00124,group_5140
48086_00365,group_3455
48086_00366,group_5141
48086_00367,group_3456
48086_00368,group_5142
48086_00369,group_5143
48086_00370,group_5144
48086_00371,group_5145
48086_00372,group_5146
48086_00373,group_5147
48086_00374,group_5148
48086_00375,group_5149
48086_00376,group_5150
48086_00377,group_5151
48086_00378,group_3457
48086_00379,group_5152
48086_00430,group_211
48086_00438,pilE
48086_00536,group_2351
48086_00920,group_5153
48086_01175,group_5154
48086_01218,group_5155
48086_01231,group_5156
48086_01237,group_2465
48086_01372,group_5157
48086_01373,group_5158
48086_01374,group_3460
48086_01441,group_5159
48086_01442,group_5160
48086_01443,wbgU_1
48086_01444,group_5162
48086_01445,group_3461
48086_01446,vioA
48086_01447,lgrA
48086_01448,group_5164
48086_01449,group_5165
48086_01450,asnB_1
48086_01451,group_3464
48086_01452,group_3465
48086_01453,group_3466
48086_01454,adhT
48086_01455,group_3467
48086_01456,group_3468
48086_01457,group_5166
48086_01458,group_5167
48086_01459,desV
48086_01460,group_1234
48086_01467,group_3469
48086_01506,group_5168
48086_01507,group_5169
48086_01696,group_977
48086_01900,group_3470
48086_01901,group_3471
48086_01902,group_5170
48086_01903,group_5171
48086_01910,group_5172
48086_01911,group_5173
48086_01913,group_3472
48086_01924,group_5174
48086_01926,group_5175
48086_01927,group_5176
48086_01928,group_5177
48086_01929,group_5178
48086_01930,group_5179
48086_01931,group_5180
48086_01936,clpP_2
48086_01942,group_5182
48086_01943,group_7663
48086_01951,group_5183
48086_01952,group_5184
48086_02000,group_5185
48086_02023,group_9734
48086_02257,group_3473
48086_02360,group_8566
48086_02362,group_9133
48086_02480,group_5186
48086_02483,oatA
48086_02529,group_3474
48086_02748,group_654
48086_02836,group_5188
48086_02949,group_2143
48086_02975,group_5189
48086_02976,group_5190
48086_02977,group_5191
48086_02998,group_5192
48086_02999,group_5193
48086_03000,group_5194
48086_03064,group_1654
48086_03067,group_757
48086_03221,group_5195
48086_03222,group_5196
48086_03251,group_102
48086_03253,group_101
48086_03255,group_5197
48086_03256,group_5198
48086_03257,group_5199
48086_03258,group_5200
48086_03259,group_5201
48086_03390,group_5202
48086_03444,group_1383
48086_03469,group_3475
48086_03600,group_333
48086_03601,group_5203
48086_03602,group_5204
48086_03603,group_5205
48086_03605,group_86
48086_03657,group_27
48086_03755,group_5206
48086_03761,group_5207
48086_03762,dgt_3
48086_03926,group_5209
48086_04268,group_5210
48086_04269,group_5211
48086_04270,group_5212
48086_04271,group_5213
48086_04272,group_5214
48086_04273,group_5215
48086_04326,group_434
48086_04359,group_242
5043_00107,group_1059
5043_00108,group_5216
5043_00109,group_5217
5043_00110,group_5218
5043_00111,group_5219
5043_00112,group_5220
5043_00113,group_5221
5043_00114,csy3_1
5043_00115,group_5222
5043_00116,group_3478
5043_00117,group_5223
5043_00118,group_1812
5043_00119,group_5224
5043_00121,bdcA_1
5043_00122,group_5226
5043_00125,group_5227
5043_00126,group_5228
5043_00127,group_1707
5043_00129,group_3479
5043_00130,tnsB_1
5043_00131,group_5229
5043_00145,group_5230
5043_00146,group_3481
5043_00147,group_2468
5043_00150,group_5231
5043_00243,group_437
5043_00252,group_5232
5043_00253,bdcA_2
5043_00254,group_1862
5043_00255,group_5234
5043_00256,group_2469
5043_00257,group_3482
5043_00258,group_5236
5043_00259,group_5238
5043_00260,group_5240
5043_00261,group_2498
5043_00262,group_3484
5043_00263,group_5242
5043_00264,group_5244
5043_00265,group_3486
5043_00266,group_3487
5043_00267,group_5245
5043_00268,group_5247
5043_00269,group_2471
5043_00270,group_2472
5043_00271,group_3488
5043_00272,group_5249
5043_00273,group_3489
5043_00274,group_3490
5043_00275,group_3491
5043_00276,group_369
5043_00281,dpnA_1
5043_00282,group_5250
5043_00283,group_2474
5043_00284,group_3494
5043_00285,group_1864
5043_00286,exoX
5043_00287,group_3497
5043_00288,group_5252
5043_00289,group_5254
5043_00290,group_5255
5043_00291,group_5256
5043_00292,group_5257
5043_00293,xerD_1
5043_00490,group_1476
5043_00540,group_1481
5043_00766,group_1953
5043_00769,group_1956
5043_00825,group_5259
5043_00886,group_1236
5043_01128,group_5260
5043_01162,group_5261
5043_01231,group_2707
5043_01232,group_5262
5043_01233,group_5263
5043_01234,group_5264
5043_01296,group_5265
5043_01297,group_5266
5043_01362,group_5267
5043_01363,group_5268
5043_01364,group_3499
5043_01365,group_5269
5043_01366,group_5270
5043_01367,group_5271
5043_01368,group_5272
5043_01369,group_5273
5043_01370,group_5274
5043_01371,group_5275
5043_01373,group_3500
5043_01374,group_3501
5043_01375,group_5276
5043_01376,group_5277
5043_01377,group_5278
5043_01378,group_1866
5043_01379,group_1482
5043_01380,group_477
5043_01457,group_5279
5043_01458,group_5280
5043_01556,group_5281
5043_01560,group_5282
5043_01565,group_5283
5043_01572,group_5284
5043_01573,group_5285
5043_01574,group_5286
5043_01629,group_3502
5043_01634,group_1226
5043_01635,group_5288
5043_01636,group_5289
5043_01637,group_3503
5043_01638,group_3504
5043_01639,group_5290
5043_01640,group_3505
5043_01641,group_2476
5043_01642,group_2477
5043_01643,group_5291
5043_01644,group_5292
5043_01645,group_5293
5043_01646,group_5294
5043_01647,group_5295
5043_01648,group_5296
5043_01649,group_5297
5043_01650,group_5298
5043_01651,group_5299
5043_01657,group_5300
5043_01812,group_5301
5043_01837,group_3506
5043_01840,group_24
5043_01843,group_23
5043_02056,group_5303
5043_02057,group_125
5043_02059,group_5304
5043_02141,group_4020
5043_02142,group_4017
5043_02143,group_5305
5043_02144,group_4014
5043_02173,group_3507
5043_02174,group_3508
5043_02175,group_5308
5043_02176,group_3509
5043_02177,group_5309
5043_02178,group_5310
5043_02179,group_5311
5043_02180,group_5312
5043_02181,group_5313
5043_02182,mrr
5043_02470,group_5314
5043_02471,group_5315
5043_02472,group_5316
5043_02474,group_5317
5043_02508,group_5318
5043_02510,group_2478
5043_02547,group_5319
5043_02548,group_804
5043_02768,group_5320
5043_02929,group_5321
5043_02930,group_5322
5043_02931,group_5323
5043_02932,group_5324
5043_02933,group_1240
5043_02936,group_605
5043_02944,group_840
5043_02963,group_5325
5043_02984,group_5326
5043_02985,group_5327
5043_02986,group_5328
5043_02987,group_5329
5043_02988,group_5330
5043_03090,group_5331
5043_03177,group_5332
5043_03178,group_1487
5043_03179,group_1867
5043_03203,group_5333
5043_03243,group_3295
5043_03284,group_5334
5043_03285,group_5335
5043_03286,group_5336
5043_03321,group_1159
5043_03347,group_5337
5043_03348,group_5338
5043_03349,group_5339
5043_03448,group_5340
5043_03477,group_5341
5043_03615,group_5342
5043_03620,group_5343
5043_03621,group_3511
5043_03622,group_1868
5043_03623,group_3512
5043_03624,group_5344
5043_03625,group_2479
5043_03631,group_5345
5043_03632,group_5346
5043_03633,group_5347
5043_03639,group_5348
5043_03646,group_5349
5043_03648,group_5350
5043_03651,group_2480
5043_03652,group_5351
5043_03662,group_3513
5043_03671,group_5352
5043_03672,dinB_1
5043_03686,group_2076
5043_03852,group_1169
5043_03853,group_330
5043_03856,group_5354
5043_03857,group_5355
5043_03858,group_5356
5043_03859,group_5357
5043_03860,group_5358
5043_03962,group_3514
5043_03963,group_140
5043_04062,group_5359
5043_04064,group_5360
5043_04066,group_1060
5043_04072,group_3515
5043_04073,group_5361
5043_04178,group_5362
5043_04446,group_5363
5043_04456,group_5364
5043_04557,group_5365
5043_04558,group_5366
5043_04560,group_5367
5043_04564,group_5368
5043_04565,group_324
50501_00120,group_440
50501_00121,group_439
50501_00124,group_5369
50501_00125,group_5370
50501_00213,group_5371
50501_00214,group_3517
50501_00215,group_5372
50501_00216,group_2481
50501_00217,group_3518
50501_00314,group_5373
50501_00315,group_5374
50501_00370,group_5375
50501_00371,group_5376
50501_00421,group_1475
50501_00674,group_34
50501_00712,group_431
50501_00843,group_266
50501_00856,group_5377
50501_00857,group_5378
50501_00858,group_5379
50501_00859,group_5380
50501_00860,group_5381
50501_00861,group_5382
50501_00862,group_2482
50501_00863,group_5383
50501_00864,group_5384
50501_00865,group_5385
50501_00866,group_5386
50501_00867,group_3519
50501_00868,group_5387
50501_00869,group_5388
50501_00870,group_5389
50501_00871,group_5390
50501_00872,group_5391
50501_00873,group_5392
50501_00874,group_5393
50501_00875,group_3520
50501_00876,group_5394
50501_00877,group_5395
50501_00878,group_3521
50501_01058,group_1102
50501_01060,rfnT_2
50501_01246,group_5396
50501_01247,group_5397
50501_01387,group_5398
50501_01388,group_5399
50501_01389,group_5400
50501_01459,group_5401
50501_01460,group_5402
50501_01461,group_5403
50501_01462,group_5404
50501_01463,group_5405
50501_01464,group_5406
50501_01465,group_5407
50501_01466,group_5408
50501_01467,group_5409
50501_01468,group_5410
50501_01469,group_5411
50501_01470,group_5412
50501_01471,group_2483
50501_02219,group_317
50501_02314,group_484
50501_02418,group_5413
50501_02457,group_5414
50501_02458,group_5415
50501_02459,group_5416
50501_02460,group_5417
50501_02516,group_3523
50501_02517,group_5418
50501_02518,group_5419
50501_02519,group_5420
50501_02520,group_5421
50501_02521,group_5422
50501_02522,group_286
50501_02523,group_287
50501_02529,group_5423
50501_02530,group_5424
50501_02531,group_3524
50501_02532,group_5425
50501_02533,group_5426
50501_02534,group_5427
50501_02743,group_2484
50501_02816,group_5428
50501_02931,group_2358
50501_02932,group_2363
50501_02933,group_5429
50501_02934,group_3526
50501_02935,group_5430
50501_02991,group_1002
50501_03126,aqpZ2_1
50501_03216,group_5431
50501_03217,group_5432
50501_03305,group_5433
50501_03306,group_5434
50501_03307,group_5435
50501_03308,group_5436
50501_03309,group_5437
50501_03379,group_3527
50501_03382,group_3528
50501_03386,group_5438
50501_03387,mcpQ_11
50501_03388,group_5440
50501_03389,group_5441
50501_03391,group_5442
50501_03392,group_5443
50501_03395,group_5444
50501_03396,group_5445
50501_03397,group_5446
50501_03530,group_5447
50501_03592,group_5448
50501_03662,group_5449
50501_03663,group_5450
50501_03664,group_5451
50501_04127,group_5452
50501_04162,group_5453
50501_04260,group_483
50501_04336,group_5454
50501_04337,group_5455
50501_04338,group_5456
50501_04339,group_5457
50501_04340,group_1228
50501_04341,group_3530
50501_04342,group_5458
50501_04343,group_5459
50501_04344,group_5460
50501_04345,group_5461
50501_04346,group_5462
50501_04347,group_5463
50501_04348,group_5464
50501_04349,group_5465
50501_04350,group_5466
50501_04351,group_5467
50501_04352,group_5468
50501_04353,group_5469
50501_04354,nirQ
50501_04355,group_5471
50501_04356,group_5472
50501_04357,group_5473
50501_04358,group_5474
50501_04360,group_126
50501_04361,group_5475
50501_04362,purN_2
50501_04363,group_5477
50501_04364,group_5478
50501_04365,group_5479
50501_04366,group_5480
50501_04367,group_5481
50501_04368,group_5482
50501_04369,group_5483
50501_04370,group_5484
50501_04371,group_5485
50501_04372,group_5486
50501_04373,yidZ_7
50501_04374,chuR
50501_04375,atsA
50501_04376,group_734
50501_04377,group_256
50501_04378,group_212
50501_04379,group_5490
50501_04380,fimD_2
50501_04381,faeE
50501_04382,group_5493
50501_04383,group_5494
50501_04384,ompX
50501_04385,group_5496
50501_04386,group_5497
50501_04387,group_5498
50501_04388,group_5499
50501_04389,group_5500
50501_04392,group_5501
50501_04393,group_5502
50501_04394,group_5503
50501_04395,group_426
50501_04396,group_5504
50501_04397,group_5505
50501_04398,group_5506
50501_04399,group_5507
50501_04400,group_5508
50501_04401,group_5509
50501_04402,group_5510
50501_04403,spo0C
50501_04404,group_5512
50501_04405,group_5513
50501_04406,group_5514
50501_04407,group_5515
50501_04408,dnaN_2
50501_04409,group_5517
50501_04410,group_5518
50501_04411,group_5519
50501_04412,group_5520
50501_04413,group_5521
50501_04414,group_5522
50501_04415,ydjM
50501_04416,group_5524
50501_04417,group_5525
50501_04418,group_5526
50501_04419,group_5527
50501_04420,group_5528
50501_04421,group_5529
50501_04422,group_5530
50501_04423,group_5531
50501_04424,group_5532
50501_04425,group_5533
50501_04426,group_5534
50501_04427,group_5535
50501_04428,group_5536
50501_04429,group_5537
50501_04430,group_5538
50501_04431,group_5539
50501_04432,group_5540
50501_04433,group_5541
50501_04434,group_5542
50501_04435,group_5543
50501_04436,higA
50501_04437,group_5545
50501_04438,group_5546
50501_04439,group_5547
50501_04440,group_5548
50501_04441,group_5549
50501_04442,group_5550
50501_04443,group_5551
50501_04444,group_5552
50501_04445,group_5553
50501_04446,group_5554
50501_04447,group_5555
50501_04448,group_5556
50501_04449,tus
50501_04450,group_5558
50501_04451,group_5559
50501_04452,group_5560
50501_04453,group_5561
50501_04454,group_5562
50501_04455,group_5563
50501_04456,group_5564
50501_04457,group_5565
50501_04458,group_5566
50501_04459,group_5567
50501_04460,group_5568
50501_04461,group_5569
50501_04462,group_5570
50501_04463,group_5571
50501_04464,group_5572
50501_04465,sppA_2
50501_04466,group_5574
50501_04467,group_5575
50501_04468,group_5576
50501_04469,group_5577
50501_04470,group_5578
50501_04471,group_5579
50501_04472,group_5580
50501_04473,group_5581
50501_04474,group_5582
50501_04475,group_5583
50501_04476,group_5584
50501_04477,group_5585
50501_04478,group_5586
50501_04479,group_5587
50501_04480,group_5588
50501_04481,group_5589
50501_04482,group_5590
50501_04483,group_5591
50501_04484,group_5592
50501_04485,group_5593
50501_04486,group_5594
50501_04487,group_5595
50501_04488,group_5596
50501_04489,group_5597
50501_04490,group_5598
50501_04491,group_5599
50501_04492,group_5600
50501_04493,group_5601
50501_04494,group_5602
50501_04495,group_5603
50501_04496,group_5604
50501_04497,group_5605
50501_04498,group_5606
50501_04499,group_5607
50501_04500,group_5608
50501_04501,group_5609
50501_04502,group_5610
50501_04503,group_5611
50501_04504,group_5612
50501_04505,group_5613
50501_04506,group_5614
50501_04507,group_5615
50501_04508,group_5616
50501_04509,group_5617
50501_04510,group_5618
50501_04511,group_5619
50501_04512,group_5620
50501_04513,group_5621
50501_04514,group_5622
50501_04515,group_5623
50501_04516,group_5624
50501_04517,group_5625
50501_04518,group_5626
50501_04519,group_5627
50501_04520,group_1046
50501_04521,group_5628
50501_04522,group_5629
50501_04523,group_5630
50501_04524,group_5631
50501_04525,group_5632
50501_04526,group_5633
50501_04527,group_5634
50501_04528,group_3531
50501_04529,lon_1
50501_04530,group_5636
50501_04531,group_5637
50501_04532,group_5638
50501_04533,group_5639
50501_04534,group_5640
50501_04535,group_5641
50501_04536,group_5642
50501_04537,group_5643
50501_04538,group_5644
50501_04539,group_5645
50501_04540,group_851
50501_04542,group_5646
50501_04543,group_5647
50501_04545,group_3532
50501_04547,group_5648
50501_04548,group_2485
50501_04551,group_1753
50501_04556,group_1045
50501_04557,group_283
50501_04559,group_3182
50501_04560,group_735
50501_04561,group_3525
526_00119,group_5649
526_00212,group_3533
526_00370,group_4473
526_00428,group_5650
526_00522,group_2359
526_00523,group_2364
526_00822,group_48
526_01169,yjbM
526_01170,group_5652
526_01171,group_5653
526_01229,group_5654
526_01230,group_5655
526_01231,group_5656
526_01237,group_5657
526_01238,group_5658
526_01239,group_5659
526_01240,group_5660
526_01241,group_5661
526_01242,group_5662
526_01243,group_5663
